Sample Name	Assay Name	Description	Protocol REF	Performer	Date	Characteristics [species assay result (VBcv:0000961)]	Term Source Ref	Term Accession Number
PMI303	PMI.species.PMI303		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI304	PMI.species.PMI304		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI305	PMI.species.PMI305		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI306	PMI.species.PMI306		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI307	PMI.species.PMI307		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI308	PMI.species.PMI308		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI309	PMI.species.PMI309		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI310	PMI.species.PMI310		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI311	PMI.species.PMI311		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI312	PMI.species.PMI312		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI313	PMI.species.PMI313		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI314	PMI.species.PMI314		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI315	PMI.species.PMI315		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI316	PMI.species.PMI316		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI317	PMI.species.PMI317		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI318	PMI.species.PMI318		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI319	PMI.species.PMI319		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI320	PMI.species.PMI320		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI321	PMI.species.PMI321		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI322	PMI.species.PMI322		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI323	PMI.species.PMI323		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI324	PMI.species.PMI324		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI325	PMI.species.PMI325		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI326	PMI.species.PMI326		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI327	PMI.species.PMI327		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI328	PMI.species.PMI328		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI329	PMI.species.PMI329		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI330	PMI.species.PMI330		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI331	PMI.species.PMI331		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI332	PMI.species.PMI332		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI333	PMI.species.PMI333		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI334	PMI.species.PMI334		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI335	PMI.species.PMI335		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI336	PMI.species.PMI336		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI337	PMI.species.PMI337		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI338	PMI.species.PMI338		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI339	PMI.species.PMI339		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI340	PMI.species.PMI340		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI341	PMI.species.PMI341		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI342	PMI.species.PMI342		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI343	PMI.species.PMI343		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI344	PMI.species.PMI344		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI345	PMI.species.PMI345		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI346	PMI.species.PMI346		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI347	PMI.species.PMI347		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI348	PMI.species.PMI348		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI349	PMI.species.PMI349		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI350	PMI.species.PMI350		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI351	PMI.species.PMI351		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI352	PMI.species.PMI352		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI353	PMI.species.PMI353		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI354	PMI.species.PMI354		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI355	PMI.species.PMI355		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI356	PMI.species.PMI356		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI357	PMI.species.PMI357		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI358	PMI.species.PMI358		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI359	PMI.species.PMI359		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI360	PMI.species.PMI360		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI361	PMI.species.PMI361		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI362	PMI.species.PMI362		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI363	PMI.species.PMI363		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI364	PMI.species.PMI364		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI365	PMI.species.PMI365		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI366	PMI.species.PMI366		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI367	PMI.species.PMI367		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI368	PMI.species.PMI368		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI369	PMI.species.PMI369		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI370	PMI.species.PMI370		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI371	PMI.species.PMI371		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI372	PMI.species.PMI372		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI373	PMI.species.PMI373		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI374	PMI.species.PMI374		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI375	PMI.species.PMI375		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI376	PMI.species.PMI376		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI377	PMI.species.PMI377		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI378	PMI.species.PMI378		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI379	PMI.species.PMI379		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI380	PMI.species.PMI380		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI381	PMI.species.PMI381		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI382	PMI.species.PMI382		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI383	PMI.species.PMI383		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI384	PMI.species.PMI384		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI385	PMI.species.PMI385		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI386	PMI.species.PMI386		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI387	PMI.species.PMI387		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI388	PMI.species.PMI388		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI389	PMI.species.PMI389		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI390	PMI.species.PMI390		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI391	PMI.species.PMI391		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI392	PMI.species.PMI392		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI393	PMI.species.PMI393		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI394	PMI.species.PMI394		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI395	PMI.species.PMI395		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI396	PMI.species.PMI396		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI397	PMI.species.PMI397		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI398	PMI.species.PMI398		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI399	PMI.species.PMI399		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI400	PMI.species.PMI400		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI401	PMI.species.PMI401		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI402	PMI.species.PMI402		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI403	PMI.species.PMI403		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI404	PMI.species.PMI404		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI405	PMI.species.PMI405		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI406	PMI.species.PMI406		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI407	PMI.species.PMI407		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI408	PMI.species.PMI408		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI409	PMI.species.PMI409		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI410	PMI.species.PMI410		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI411	PMI.species.PMI411		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI412	PMI.species.PMI412		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI413	PMI.species.PMI413		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI414	PMI.species.PMI414		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI415	PMI.species.PMI415		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI416	PMI.species.PMI416		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI417	PMI.species.PMI417		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI418	PMI.species.PMI418		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI419	PMI.species.PMI419		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI420	PMI.species.PMI420		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI421	PMI.species.PMI421		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI422	PMI.species.PMI422		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI423	PMI.species.PMI423		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI424	PMI.species.PMI424		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI425	PMI.species.PMI425		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI426	PMI.species.PMI426		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI427	PMI.species.PMI427		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI428	PMI.species.PMI428		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI429	PMI.species.PMI429		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI430	PMI.species.PMI430		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI431	PMI.species.PMI431		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI432	PMI.species.PMI432		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI433	PMI.species.PMI433		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI434	PMI.species.PMI434		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI435	PMI.species.PMI435		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI436	PMI.species.PMI436		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI437	PMI.species.PMI437		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI438	PMI.species.PMI438		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI439	PMI.species.PMI439		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI440	PMI.species.PMI440		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI441	PMI.species.PMI441		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI442	PMI.species.PMI442		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI443	PMI.species.PMI443		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI444	PMI.species.PMI444		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI445	PMI.species.PMI445		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI446	PMI.species.PMI446		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI447	PMI.species.PMI447		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI448	PMI.species.PMI448		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI449	PMI.species.PMI449		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI450	PMI.species.PMI450		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI451	PMI.species.PMI451		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI452	PMI.species.PMI452		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI453	PMI.species.PMI453		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI454	PMI.species.PMI454		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI455	PMI.species.PMI455		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI456	PMI.species.PMI456		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI457	PMI.species.PMI457		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI458	PMI.species.PMI458		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI459	PMI.species.PMI459		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI460	PMI.species.PMI460		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI461	PMI.species.PMI461		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI462	PMI.species.PMI462		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI463	PMI.species.PMI463		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI464	PMI.species.PMI464		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI465	PMI.species.PMI465		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI466	PMI.species.PMI466		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI467	PMI.species.PMI467		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI468	PMI.species.PMI468		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI469	PMI.species.PMI469		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI470	PMI.species.PMI470		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI471	PMI.species.PMI471		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI472	PMI.species.PMI472		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI473	PMI.species.PMI473		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI474	PMI.species.PMI474		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI475	PMI.species.PMI475		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI476	PMI.species.PMI476		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI477	PMI.species.PMI477		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI478	PMI.species.PMI478		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI479	PMI.species.PMI479		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI480	PMI.species.PMI480		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI481	PMI.species.PMI481		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI482	PMI.species.PMI482		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI483	PMI.species.PMI483		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI484	PMI.species.PMI484		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI485	PMI.species.PMI485		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI486	PMI.species.PMI486		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI487	PMI.species.PMI487		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI488	PMI.species.PMI488		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI489	PMI.species.PMI489		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI490	PMI.species.PMI490		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI491	PMI.species.PMI491		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI492	PMI.species.PMI492		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI493	PMI.species.PMI493		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI494	PMI.species.PMI494		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI495	PMI.species.PMI495		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI496	PMI.species.PMI496		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI497	PMI.species.PMI497		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI498	PMI.species.PMI498		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI499	PMI.species.PMI499		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI500	PMI.species.PMI500		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI501	PMI.species.PMI501		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI502	PMI.species.PMI502		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI503	PMI.species.PMI503		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI504	PMI.species.PMI504		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI505	PMI.species.PMI505		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI506	PMI.species.PMI506		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI507	PMI.species.PMI507		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI508	PMI.species.PMI508		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI509	PMI.species.PMI509		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI510	PMI.species.PMI510		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI511	PMI.species.PMI511		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI512	PMI.species.PMI512		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI513	PMI.species.PMI513		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI514	PMI.species.PMI514		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI515	PMI.species.PMI515		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI516	PMI.species.PMI516		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI517	PMI.species.PMI517		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI518	PMI.species.PMI518		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI519	PMI.species.PMI519		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI520	PMI.species.PMI520		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI521	PMI.species.PMI521		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI522	PMI.species.PMI522		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI523	PMI.species.PMI523		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI524	PMI.species.PMI524		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI525	PMI.species.PMI525		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI526	PMI.species.PMI526		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI527	PMI.species.PMI527		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI528	PMI.species.PMI528		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI529	PMI.species.PMI529		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI530	PMI.species.PMI530		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI531	PMI.species.PMI531		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI532	PMI.species.PMI532		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI533	PMI.species.PMI533		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI534	PMI.species.PMI534		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI535	PMI.species.PMI535		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI536	PMI.species.PMI536		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI537	PMI.species.PMI537		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI538	PMI.species.PMI538		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI539	PMI.species.PMI539		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI540	PMI.species.PMI540		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI541	PMI.species.PMI541		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI542	PMI.species.PMI542		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI543	PMI.species.PMI543		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI544	PMI.species.PMI544		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI545	PMI.species.PMI545		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI546	PMI.species.PMI546		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI547	PMI.species.PMI547		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI548	PMI.species.PMI548		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI549	PMI.species.PMI549		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI550	PMI.species.PMI550		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI551	PMI.species.PMI551		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI552	PMI.species.PMI552		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI553	PMI.species.PMI553		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI554	PMI.species.PMI554		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI555	PMI.species.PMI555		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI556	PMI.species.PMI556		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI557	PMI.species.PMI557		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI558	PMI.species.PMI558		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI559	PMI.species.PMI559		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI560	PMI.species.PMI560		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI561	PMI.species.PMI561		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI562	PMI.species.PMI562		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI563	PMI.species.PMI563		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI564	PMI.species.PMI564		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI565	PMI.species.PMI565		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
